user,text,retweet_count,followers_count
royalties_pc,Re-watching the video clips of the way the Uber driver was manhandled during the #EndSARSMemorial and i weep for th… https://t.co/Np7G1P8hAe,0,3437
Dahliayusuf,"@SaraOmalicha @naijadawg @oil_shaeikh @daily_trust @StephanieBusari Omo, what I could I did. What I didn't do I tri… https://t.co/6CKxSflZnY",0,150
sammyajufo,You can't support #EndSARSMemorial and #FreeMaziNnamdiKanuNow at the same time,1,4422
TMGofLagos,"*Illustration of Life. Crack the code yourself Abeg I no get motivation again*

#art #ArtistOnTwitter #illustration… https://t.co/sJ3dLYt32x",0,540
___meshach,Good to watch you guys on Al Jazeera talking about the #EndSARSMemorial and #EndSARS The world is watching✊🏼. God b… https://t.co/ChmWS85S3k,21,929
whitenblessed,"If we fought so hard for police reform and to #EndSARS how willing are the youths to End miscreants,hoodlums,bandit… https://t.co/MJ0d27JiG6",1,383
bigbasy_,"Cheating on my girlfriend is just like am preparing myself for her,  
It's just like training b4 match, so as not t… https://t.co/KmobwQwOXS",1,101
CharlesPeterpa1,"So my friend decided to sing this at the studio to mark a year of the #LekkiMassacre 
@mrmacaronii @SavvyRinu… https://t.co/4Z4oxKbAhI",1,511
GWiseTime,@SaharaReporters King of bandits as spoken. So buhari dare lets see. @GarShehu @BashirAhmaad @channelstv @ARISEtv  #EndSARSMemorial,0,8
ChinonyeremKel3,"@AJStream one year after the #EndSARSMemorial protest, nothing has changed in Nigeria. Nigeria Police is the worst in the world",0,92
sammyajufo,"@EgwuayuUchanna @UchePOkoye Oga, your do is confusing. You sef dey observe #EndSARSMemorial for Biafra? Na everybod… https://t.co/M71B9Sr1HO",0,4422
DJMegaPrime,Look at what I’m saying… from #EndSARSMemorial straight to BB Naija and Maria saga. 🥴🥴 Why are you people like this… https://t.co/USmRkWBhDa,0,1205
iamogueri,"A country that invest much on railways without investing first on steady electrical power supply to its nation , wi… https://t.co/355cy9f2qV",0,12
Gidi_Traffic,"“@faddyjames: How many of us have permanent Voters Card @Gidi_Traffic #EndSARS 
#EndSARSMemorial",6,1692591
Maxziken,"One day Channels Television, TVC, Daily Trust, and other corrupted media houses enabling Buhari's crimes will deny… https://t.co/Yxvck4luIv",0,228
nigeriantribune,Security officer stabbed during #EndSARSMemorial begs Sanwo-Olu for medical assistance https://t.co/LpHdSUzIza,1,536160
ihmcleancare,@nonnymarshal93 @lheezeedee @oluwatosin_45 @channelstv  video on  #EndSARS shooting at lekki tollgate… https://t.co/xAuMm9F3aq,1,379
ihmcleancare,"@Engr_ALUsman @lheezeedee @hawa_amosa @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@Akin_Rihanat @lheezeedee @maziibe_ @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,@jonzzin_boy @lheezeedee @Ohh_mammacitaa @channelstv  video on  #EndSARS shooting at lekki tollgate… https://t.co/hFU4Wq6cB1,1,379
ihmcleancare,"@Iyanu12345 @lheezeedee @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@Chef_lucky233 @lheezeedee @_chiisom @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@MrTI63257722 @lheezeedee @nairawall @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",2,379
ihmcleancare,"@bbbar_no_limit @lheezeedee @maziibe_ @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@MyCHOIC17130461 @lheezeedee @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@FrankleeniaNGR @lheezeedee @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@mic_parrot @lheezeedee @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",2,379
ihmcleancare,"@mic_parrot @lheezeedee @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@legionstrings @lheezeedee @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@mic_parrot @lheezeedee @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
_Akeodi,"Time for youths to unite and fight one common enemy Bad government

#EndSARS
#EndSARSMemorial #EndPoliceBrutality",2,699
I_AM_TALISMAN99,Let them bring it 2023 .....we will wait for them... #EndSARS #EndSARSMemorial #EndPoliceBrutality https://t.co/Kenfg7Ghz1,4,1091
MuvunyiF,This guy was arrested during #EndSARSMemorial protest. Does anyone know if he was released? @SavvyRinu @adetolaov… https://t.co/LRDnOVlFWe,31,5809
chizzyofficia,"Song of the Moment...
Chizzy ft. @seyi_vibez &amp; @Bujutoyourears

https://t.co/FlUoXB70RR

#CR7 #wizkid #LilBaby… https://t.co/rzCpqpkE71",1,1031
Deonee15,"@GazetteNGR Odumosu, another misfit playing at being a cop, makes up another arbitrary nonsense as a reason why… https://t.co/YbH4jpdFp5",0,163
hotjist,"UBER DRIVER DID NOT FILE A COMPLAINT AGAINST ASSAULT – LAGOS CP

https://t.co/tXVIYiZHdU

#Hotjist #Uberdriver… https://t.co/5Zz3CDSqTP",0,7334
Report4theWorld,#EndSARSMemorial: Corps member @dele_oluwafemi traces @thecableng's yearlong journey with the widow of a man killed… https://t.co/9WmWnsbiaf,3,1351
buchilawsu,Beautiful Biafran People meeting at California. #FreeMaziNnamdiKanuNow #EndPoliceBrutality #LekkiMassacre… https://t.co/esvBUJr4s3,147,3432
simeonegbeobasi,"Can a love spell be used in Bihari or Gumi?
#buharimustgo #EndSARS #EndSARSMemorial #enaira #NINGNING #9ja https://t.co/GcsmXxC2wW",5,2497
StellaOlanike,"@KlasickTheHost Very crazy, mean while we've got serious issue to channel that energy into, no one is talking about… https://t.co/MU6jHJVP3M",2,7125
hovito004,WHO GAVE THE ORDER ? I WANNA KNOW #EndSARSMemorial #EndPoliceBrutality,2,32
MOSESKUSKO,"https://t.co/LUvrewpzXT

We are live on Face book ..kindly watch and make your comments 
#EndSARSMemorial… https://t.co/h5lpKyWZDx",0,814
hovito004,"Thunder Storm With Dark Sky #shorts https://t.co/4KCP39uBDH via @YouTube 
#EndSARSMemorial #EndPoliceBrutality… https://t.co/ogW6tpg3XD",1,32
surveyor_khalil,@SaadAiisha @Bellorh_ Seriously is like changing a paint nothing like SWART they're still thesame #EndSARSMemorial,1,2239
t4g007,"ENDSars movement is deeper than just protests it showed irresponsibility of government,irresponsibility in managing… https://t.co/HR7tyADHGA",2,57
samuwel_L,These are some of them. #EndPoliceBrutality #EnoughIsEnough #EndSARSMemorial https://t.co/e5jztiUucM,8,176
kebsu,joining  the #EndSARS #EndSARSMemorial protest and you don’t belong to a political party or Atleast own a PVC to ca… https://t.co/h3xo05IFQc,1,835
TwittaStatesMAN,You can't be the leader of the world's largest black nation &amp; Africa's largest democratic country and yet have zero… https://t.co/vu6tRLsQ3u,1,35
TwittaStatesMAN,You can't be the leader of the world's largest black nation &amp; Africa's largest democratic country and yet have zero… https://t.co/BscU3QNQqc,1,35
iamogueri,"There is a takeover power in #sudan.
Military seized power!
#LifeLessons #EndSARSMemorial",0,12
TwittaStatesMAN,"@ARISEtv Buhari robbed us of 8yrs of peace, our sanity and wellbeing, security employment, good roads, good educati… https://t.co/oaCVSj0keY",1,35
terriam_salmon,"PROLIFIC 
Xpsilver🍥 (@Xpsilver1) Tweeted:
They were actually exercising their rights until the gvrnmnt hijacked the… https://t.co/FdGRaqchua",0,20
AdulojuSamuel,@AishaYesufu We'll never forget #EndSARSMemorial,0,3045
AyoDaReporter,"Good Morning
@ShemariahMedia Weekly Edition Headlines
Monday, Oct. 25, 2021.
Well packaged by @AyoDaReporter… https://t.co/YPqFuoL1hD",2,1587
patlinkschikao,"@SavvyRinu Nonsense post so far...
Better take your mouth and mind off everything that has to do with #IPOB. What's… https://t.co/ClPAgQ2wmq",1,115
Real_Dikachi,"PUBLIC NOTICE!!
This is to inform IPOB family members worldwide that the Fund Raising Scheduled for 31st of October… https://t.co/KRL4PekGNK",3,153
1stnewsng,"#MrMacaroni confronts police officer extorting cash from young man

https://t.co/D3rTRSxnqy

#EndSARSMemorial… https://t.co/GQBuFEZ6vh",1,4477
Penukz,"Always on the move. Igbo ndi Ona ekelem unu.
#FreeNnamdiKanuNow #EndSARSMemorial #ArtistOnTwitter https://t.co/fvSl7k19Uf",0,359
bears_bullsnft,"The #NFT community is what brings us to Twitter. This group has truly made Twitter a source for #NFTs. 
.… https://t.co/9CtiZnOide",0,501
ShemariahMedia,"Good Morning
Our Weekly Edition Headlines
Monday, Oct. 25, 2021.
Well packaged by @AyoDaReporter
#ShemariahUpdates… https://t.co/zNsS5QGwzy",2,1714
HumAngle_,"#VestigesOfViolence | Episode 31

Ayoola’s mother did not know her son was a victim of the violence following the p… https://t.co/q3iiaSQYyg",3,42415
Deonee15,@Nairametrics Hahaha @MBuhari 'strengthening Africa's democracy'? What next? The Taliban championing respect for hu… https://t.co/S7o2cuoAKV,1,163
awbafrica,"This week, we'll look at moments, insights and the vision for the EndSARS protests. We are choosing to combat the s… https://t.co/jHj9CLkJf2",1,359
DavidYingi,@UBAGroup reply my tweet I'm not begging for giveaway. #SackOle #scholes #Mourinho #EndSARSMemorial #5G #poch,0,146
banks_major,"A word is no longer enough for the wise these days
#EndSARSMemorial",0,168
OlamideRaimi,"Precious Stone Comedy Facebook Live Show

Episode 34

Topic- #EndSARSMemorial

If you missed the live broadcast, th… https://t.co/Xiqbt4CFNn",1,933
Moses85724083,"#EndSARSMemorial 
#EndSarsNow may end in street if we fail to take our real protest to the POLL",1,14
Era_ZChulo,"Still #EndSARSMemorial 
#endbadgovernanceinnigeria 
#Endsars https://t.co/xaUxfm3nmR",2,2446
evedarl,BREAKING NEWS! UNBELIEVABLE HØRRÎBĽÊ DÍŚÂSȚÉŘ HAPPENING LIVE IN NIGERIA https://t.co/38M7KSsILo via @YouTube #WHAT… https://t.co/kPwK26m5Jw,2,62
AishaYesufu,"#AfterTheTearsWhatNext?
If you think you can, YOU CAN!
If you think you can't, YOU CAN'T!
Either way you are RIGHT!… https://t.co/1nWZwtCi0X",137,906586
johnbestminds,"🤣🤣🤣

This is...

#EndSARS
#EndSARSMemorial https://t.co/tQxRVpIvK6",4,557
EnterpriseZubec,@SavvyRinu @Sonia51866263 You lure innocent Nigeria Youth out to protest....and abandon them at the Lekki toll plaz… https://t.co/69d9Anasq8,0,4
Sammie_Otop,"The man looked back at the Doctor in agony, then the doctor asked ""What's wrong?!"", With tears in his eyes, the man… https://t.co/woFXUWzqrq",2,191
ItaUtiohAbia,"Former minister of aviation and member of the ruling All Progressives Congress (APC), Femi Fani-Kayode has raised a… https://t.co/YCTiunbhHs",1,91
TalkoonNews,"Nigerians have linked the hublot watch Maria flaunted days ago, to the one Cubana Chief Priest's friend was wearing… https://t.co/kElWqugNht",2,3226
thefactcheckhub,"#EndSARSMemorial: Fact-checking Lai’s claims on Lekki shooting

Claim 2: There were neither bodies nor blood from L… https://t.co/QUQDMmiBHm",6,869
hursleminded,"Just in: 

This is what you consider compensation by the federal government of Nigeria. A failed state .
MUST READ… https://t.co/bgTQY99a3y",2,5036
KemiOlunloyo,"Watching @abati1990 @ARISEtv 

The police officers that dehumanized the Uber driver Clement on the #EndSARSMemorial… https://t.co/B0OglDgF4U",10,309663
DasFreidenker,"""The Party told you to reject the evidence of your eyes and ears.
It was their final, most essential command"".
Geor… https://t.co/w6FdjvkxIx",3,851
timithelaw,"Is the Nigerian Minister for Information living his first name? #EndSARS #EndSARSMemorial

https://t.co/XGykEt3IIT https://t.co/GdB3hDIPaU",11,5932
SIRInyene,"When one color-bearer fell, another immediately took his place. These were captured during the #EndSARSMemorial last week.

#EndSARS",1,846
tripdarlyn,@cj_adikpe @endsarsbot_ @nimaelbagir @CNNAfrica @cnni @channelstv  video on  #EndSARS shooting at lekki tollgate… https://t.co/3fWQiq5hAH,1,109
TobilobaVPe,I need a girl working in a mechanic shop or vulcanizer any link please #AbujaTwitterCommunity #ad #dating #EndSARSMemorial #ManU,2,17
official80naija,Relationship expert Blessing Okoro has blamed the husband of Cubana Chief Priest’s sister for giving BBNaija’s Mari… https://t.co/npQyihDrVG,0,1344
cubatravelnews,The latest Cuba Travel News ! https://t.co/XLOWwDjq9s Thanks to @DEagleOnline @IanKennedyCK @Leisering #endsars #endsarsmemorial,1,41
Damidez_,A lot of things are left untouched and many stories are left unsaid. Life challenges everywhere but the never-give-… https://t.co/wQe4BhFNn2,0,592
Dsage_BigHeart,"Make yourself valuable today.
Solve a problem or just try ur best.

#EndSARSMemorial",0,12515
adaanelson1,@realFFK Oga there is nothing that you will say that will ever make sense to a discerning mind. You are way to gull… https://t.co/9f2YLWy6BM,0,23
GlblCtznAfrica,"“My experience with the police, just like many Nigerians I know in 2021, is a gory one!” 

Young Nigerians share th… https://t.co/XHUlp5uwUF",4,19761
IfiokJackTack,Let's keep retweeting #EndSARSMemorial #EndSaars #EndPoliceBrutality as we keep asking 'who gave the order?' https://t.co/URNUNtou2s,1,168
Freedom_For_Nig,@nigeriantribune @SERAPNigeria Abduction of students that started this year has gotten to ICC's table. Pls when is… https://t.co/reoJkHZAK5,0,337
dwise_official,"NWNB❤️🥰... new music OTW 🔥 
#6YearsOfSGFG #6ix9ine #9YearsOfRED #Adeherself #ALATBYWEMA #OleOut #oleinforever… https://t.co/WjtVh8ATvN",1,213
ChidiOmo,https://t.co/DPMkQpKG0O The EndSars spirit is finally beginning to catch up! We will never forget! #EndSARSMemorial.,0,5150
VincoAfro,"Quality handmade leather footwears. Patronize 🙏 #ElClasico
#EndSARSMemorial #oleinforever #Ronaldo 
https://t.co/b6uu323sRH",2,1603
official80naija,"Social media users have gone gaga after the former housemate, Maria was exposed by popular socialite Cubana Chief P… https://t.co/vggwH5nDnK",0,1344
ihmcleancare,"@omobaadebare @asemota @fullsend @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@wilsonakubobi @asemota @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@thisisnnazoba @asemota @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
abayomi0611,#greenlight #redlight Family meeting upon family meeting(Panel fake shit)... To fight for the life is costing the l… https://t.co/0wqLMurOuc,0,148
tripdarlyn,@CritikMystique @Kulgodsaved @streetchurchh @theflagboii @HQNigerianArmy @channelstv  video on  #EndSARS shooting a… https://t.co/A7Znf4i6r9,1,109
LittleMnk,@SavvyRinu You claim to be an activist but has never campaigned for the release of @MaziNnamdiKanu &amp; Sunday Igboho.… https://t.co/5ulsnTmkYY,1,729
Rolex7Michael,"25th October, 2021
#EndSARS #KeepitOn #EndSARSMemorial

Good morning Governor @jidesanwoolu, when will this guy be… https://t.co/8WkEeoojxB",3,4085
CritikMystique,@tripdarlyn @Kulgodsaved @streetchurchh @theflagboii We will not forget the night @HQNigerianArmy killed peaceful p… https://t.co/lOed6Lv2eI,1,628
Chiukwu2,"@SavvyRinu @MarvinXL1 Did you ventured into a better game without JUSTICE yet with #EndSARS &amp; #EndSARSMemorial?

Is… https://t.co/qQcGci0LrP",1,75
UgochukwuIrobi,"#EndSARSMemorial was marked in Lagos, police in Enugu are on a revenge mission. Many young men are traumatized but… https://t.co/J1zFE63nBU",14,495
terewalajaat,“It is not the size of a man but the size of his heart that matters #free     #quote #AFazendaa13 #HEESEUNG #BB15… https://t.co/cFjyGEdnTT,0,6
jaat1313,“It is not the size of a man but the size of his heart that matters #free     #quote #AFazendaa13 #HEESEUNG #BB15… https://t.co/OWoWhrewfQ,0,216
Donkelvinsque,"October 25, 2021
Verse of the Day
“Ask, and you will receive; seek, and you will find; knock, and the door will be… https://t.co/KjEALsrqm3",2,863
ky_nnamdi,"Mehn, last week was crazy, too much to talk about, but I got you, here is a the rap recap. 🔥🎤📰

#EndSarsMemorial… https://t.co/shxxFjRQId",8,165
allafrica,"One Year On, No Justice for #EndSARS Crackdown Victims in Nigeria https://t.co/x75mHmcSuY #Nigeria #EndSARSMemorial… https://t.co/qo1HKjWAMp",3,449859
lisa_chinaka,"The Nigerian Constitution reads; 
 chpt 4 sect 34 tlks abt the ""dignity of a human person""Sect 40 tlks abt ""right t… https://t.co/ySQ2hoHttR",0,4
sadeleye49,"I have a duty to share this! So do you!!

For all those who had a hand in this peace will elude you because there’s… https://t.co/OTjJWWKPmH",2,979
SuccessKings4,"So this Yago guy decided to piss me off this afternoon, prompting to undo my occasional Shakespeare.. #EndSARSMemorial",0,184
iamkwasigyasi,"Watch how Inmates at ankaful prison welcomed Shatta Wale [VIDEO]

Check It Out &gt;&gt;&gt;

https://t.co/2PgYfyoS8B… https://t.co/gtlsorsajT",0,677
Macino5,Shameless lots.. #EndSARSMemorial https://t.co/HoATqDUaBh,0,1144
escobbg,"The worse carnage done by the government to her citizens.

I will never forget, October 20, 2020.
#EndSARSMemorial https://t.co/FNhXWoT8WG",2,136
babykezzy1,"All perfumes come as displayed and you can select different scents as much as you want)🌸🌸🌸
 To place your order sen… https://t.co/RHgfTZSZqR",2,612
Mazi_OJD,Now playing: Peace - Mazi OJD &amp; Sam Shot #EndSARSMemorial #EndSARS https://t.co/d1eVoiOZBt,1,850
ihmcleancare,@oduduwa_omo ‘I saw soldiers moving lifeless bodies into vans’ — Lekki shooting witness tells panel | TheCable… https://t.co/7SvuSeKaT2,0,379
ihmcleancare,@Abachainsanny @GbengaGOLD @channelstv ‘I saw soldiers moving lifeless bodies into vans’ — Lekki shooting witness t… https://t.co/uuuPwxsqyy,0,379
ihmcleancare,@MusediqRamon @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @OluwatayoRhoda @channelstv  video on  #EndSARS shoo… https://t.co/ehLlCwXtFL,0,379
ihmcleancare,@MusediqRamon @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @gbenga_von @channelstv  video on  #EndSARS shooting… https://t.co/ghOBtJw1QS,0,379
ihmcleancare,@Oxy120 @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @channelstv  video on  #EndSARS shooting at lekki tollgate… https://t.co/XWLghTMKAb,1,379
ihmcleancare,@UcheNwa92661246 @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @channelstv  video on  #EndSARS shooting at lekki… https://t.co/HLIn1qIwWX,0,379
ihmcleancare,@showkeyt @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @jidesanwoolu @femigbaja @channelstv  video on  #EndSARS… https://t.co/lKnQmFUqUX,0,379
ihmcleancare,@AdeMixola @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @this_vid @channelstv  video on  #EndSARS shooting at l… https://t.co/f9kkZWkngI,0,379
ihmcleancare,@Just_Bosun @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @DailyPostNGR @channelstv  video on  #EndSARS shooting… https://t.co/XoSpSYpif7,0,379
ihmcleancare,@its_gasco @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @KemiOlunloyo @channelstv  video on  #EndSARS shooting… https://t.co/qbCqb0agkk,0,379
ihmcleancare,@MusediqRamon @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @KemiOlunloyo @channelstv  video on  #EndSARS shooti… https://t.co/fMzZvmcIIE,0,379
ihmcleancare,@SsembatyaRicha4 @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @channelstv  video on  #EndSARS shooting at lekki… https://t.co/ZYZofX2Vji,0,379
ihmcleancare,@IgweFrancis16 @BBCAfrica @cchukudebelu @briticoyemo @josh_akinyemi @CPamment @trolls_queen @channelstv  video on… https://t.co/bJVdqHTEMy,2,379
ihmcleancare,@MusediqRamon @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @simplySalako @channelstv  video on  #EndSARS shooti… https://t.co/1QDi4iTsNh,0,379
ihmcleancare,@davexam @BBCAfrica @cchukudebelu @briticoyemo @josh_akinyemi @CPamment @bulamabukarti @channelstv  video on… https://t.co/wUrR8NiW1J,0,379
ihmcleancare,@john82061355 @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @channelstv  video on  #EndSARS shooting at lekki to… https://t.co/5f4P3FLAr5,0,379
ihmcleancare,@jtabdulrahman @BBCAfrica @Kolokodess @briticoyemo @josh_akinyemi @CPamment @DownloaderBot @_thisvid @save_video… https://t.co/UmAEKlFOKY,0,379
ihmcleancare,@MusediqRamon @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @DeleFarotimi @EMPRESSNI1 @adeyanjudeji @FS_Yusuf_… https://t.co/tvhztFcllF,0,379
ihmcleancare,@judeorazulike @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @channelstv  video on  #EndSARS shooting at lekki t… https://t.co/b58R9omlqH,0,379
ihmcleancare,@ProudlyAnioma @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @aktogbaskey @channelstv  video on  #EndSARS shooti… https://t.co/dhALXuM601,0,379
ihmcleancare,@OnyeAguata @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @daily_trust @channelstv  video on  #EndSARS shooting… https://t.co/PWr03zKECx,0,379
ihmcleancare,@TimipreB @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @channelstv  video on  #EndSARS shooting at lekki tollga… https://t.co/RyGyHNIizS,1,379
ihmcleancare,@C_CDon @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @channelstv  video on  #EndSARS shooting at lekki tollgate… https://t.co/t6fp3jxgdg,0,379
ihmcleancare,@JoelNjoku1 @BBCAfrica @briticoyemo @josh_akinyemi @CPamment @channelstv  video on  #EndSARS shooting at lekki toll… https://t.co/wesppf1m2N,0,379
ihmcleancare,"@Omat_elle05 @DeleFarotimi @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",0,379
ihmcleancare,@oduduwa_omo @Gaga47886334 @DeleFarotimi @channelstv  video on  #EndSARS shooting at lekki tollgate… https://t.co/uNt51gYeYD,4,379
ihmcleancare,@Abachainsanny @GbengaGOLD @channelstv a chilling eyewitness account from the #Lekki Toll Gate shooting in #Nigeria… https://t.co/XWplo4vibU,0,379
IamtheOGee,"#LekkiMassacre  happened 
#EndSARS 
#EndSARSMemorial 
#EndNigeriaNowToSaveLives https://t.co/cVQ8yJzKkb",4,9607
ihmcleancare,"@Abachainsanny @GbengaGOLD @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",0,379
MaziBukky,"@SavvyRinu @MarvinXL1 What was your End game with your #EndSARS? 
Focus on your #EndSARSMemorial, leave IPOB. They… https://t.co/1fKrDfV4Ji",0,398
TONYELEME,"The perpetrators of this heinous act and their generations shall know no peace! 
#LekkiMassacre 
#LekkiTollGate… https://t.co/o3gCARCdtM",0,1117
comradeemmaikpo,"1.All over the world  govts ensured relief to its people due to covid. In Nigeria,govt has increased the price of e… https://t.co/cO1ZgNDyz5",1,704
comradeemmaikpo,2.We can't continue this way.The MASSES shouldn't be the only ones sacrificing their lives.Those in govt. must sacr… https://t.co/99tNnfIYwZ,1,704
LittleMnk,This #EndSARS protest and #EndSARSMemorial seemed heedless. Even your fellow northern one Nigerian citizens where q… https://t.co/LFftrT79rZ,0,729
LittleMnk,"Very laughable how you partook in #EndSARS, so many killed, yet police harassment continued even after one year of… https://t.co/9tOki9hbqZ",2,729
tripdarlyn,"@Banza2b @SusanHenshaw50 @BBC @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",0,109
OSO_Tee,"@PeteChinedu @Jamaticulus It's always been there jare, na #EndSARSMemorial make me remove am. What's your a gangan? Are you an Ole fan?",1,3082
tripdarlyn,@Hopeutibe_E ‘I saw soldiers moving lifeless bodies into vans’ — Lekki shooting witness tells panel | TheCable… https://t.co/8svROQc1Xc,0,109
ihmcleancare,"@taaaino @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",3,379
ihmcleancare,"@tor_free @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",3,379
ihmcleancare,"@oluwadamzyMusic @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@calmaru18 @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@adeeonivehu @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,@markmaxsonking @cuppymusic @TundeEddnut @channelstv  video on  #EndSARS shooting at lekki tollgate… https://t.co/JINKTs7TR6,3,379
ihmcleancare,"@Hunclestew @AmaOleka @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@bigg_dadddyyy @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@Iyoloibi @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@Realcallmesalle @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@bussyfarm @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",4,379
ihmcleancare,"@DiaryOfWendy @young__viki @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@iam_Ynk @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@RotimiMicheal8 @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@PrinceObaro3 @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@laidegun @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",2,379
ihmcleancare,"@xtall_armani @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@sulclothing @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@JosephLekan11 @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
