user,text,retweet_count,followers_count
SheepleBiafra,"Nigeria is a CURSED country with no solution. Nothing will change.
It's better to be a terrorist in the #zoo called… https://t.co/XldSTS8XbS",1,155
SheepleBiafra,"@MoghaluKingsley Nigeria is a CURSED country with no solution. Nothing will change.
It's better to be a terrorist i… https://t.co/ht2ancfSqY",1,155
ifeanyiogbodo2,"US Tells Buhari, Don’t Deploy Super Tucano To South-East https://t.co/zouHMzeoee via @Breaking news today, latest N… https://t.co/Wx5Zcm0GVD",2,5849
IamSamzyPR,"🪴In Memorial To the Fallen Heroes at #EndSARSMemorial , We Held A 1-min Silence with the Raising of The Hand ✊ Emoj… https://t.co/pQtemFdUu5",1,3755
TrafficChiefNG,[6:17PM] @tripdarlyn: @mrojo88 @jchristianalex  @channelstv  video on  #EndSARS shooting at lekki tollgate… https://t.co/gBkoJsajxP,3,243904
TrafficChiefNG,[6:18PM] @tripdarlyn: @olusogaowoeye  @SendMeThisVideo @channelstv  video on  #EndSARS shooting at lekki tollgate… https://t.co/bEZkGNAP2e,4,243904
TrafficChiefNG,"[6:18PM] @tripdarlyn: @greatestskull1  @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial… https://t.co/iIIE5r3E8N",2,243904
TrafficChiefNG,"[6:18PM] @tripdarlyn: @aphemluv  @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial… https://t.co/uMjak3diYF",2,243904
TrafficChiefNG,"[6:18PM] @tripdarlyn: @Oluwahshey  @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial… https://t.co/MvOzzfdAhT",2,243904
TrafficChiefNG,"[6:18PM] @tripdarlyn: @neyodeb777  @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial… https://t.co/SEIxTuqUKT",1,243904
TrafficChiefNG,"[6:18PM] @tripdarlyn: @ayoblakky  @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial… https://t.co/4FSacWjnBM",1,243904
TrafficChiefNG,"[6:18PM] @tripdarlyn: @ooluphemmy  @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial… https://t.co/qKwl6bm57y",1,243904
TrafficChiefNG,"[6:19PM] @tripdarlyn: @osas119334985  @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial… https://t.co/YoyBFLXn87",1,243904
TrafficChiefNG,"[6:19PM] @tripdarlyn: @Alphonzohammar  @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial… https://t.co/yTyGoeaTf3",1,243904
TrafficChiefNG,"[6:19PM] @tripdarlyn: @whatishot_co_za  @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial… https://t.co/V9NOkfTCZ4",1,243904
TrafficChiefNG,"[6:20PM] @tripdarlyn: @Oxy120  @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial… https://t.co/uUQUUmhwtn",2,243904
TrafficChiefNG,"[6:20PM] @tripdarlyn: @tirimisiyu2013  @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial… https://t.co/9eJDzTeTzR",1,243904
DrePancho,WHO THE FUCK IS THIS 😳😳😳🎶. Listen to the sounds and formation of lyrics 🥵🥵🥵🥵 Mhen You gotta hearrrrrrr ❤️… https://t.co/T1y52QpYko,0,45
MobilePunch,"So This Happened (131) reviews #EndSARSMemorial protests, Dr Dre being served divorce papers at grandma’s funeral,… https://t.co/ccrEZXsNCt",8,4376720
tripdarlyn,"@tirimisiyu2013 @Gidi_Traffic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",1,109
tripdarlyn,"@Oxy120 @Gidi_Traffic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",1,109
tripdarlyn,"@whatishot_co_za @Gidi_Traffic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",1,109
tripdarlyn,"@Alphonzohammar @Gidi_Traffic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",1,109
tripdarlyn,"@osas119334985 @Gidi_Traffic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",1,109
tripdarlyn,"@ooluphemmy @Gidi_Traffic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",1,109
tripdarlyn,"@ayoblakky @Gidi_Traffic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",1,109
tripdarlyn,"@neyodeb777 @Gidi_Traffic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",1,109
tripdarlyn,"@Oluwahshey @Gidi_Traffic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",1,109
tripdarlyn,"@aphemluv @Gidi_Traffic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",1,109
tripdarlyn,"@greatestskull1 @Gidi_Traffic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",1,109
tripdarlyn,@DoctorEesah @ihe69 @GERARD_OF_LAGOS @matrumery @Gidi_Traffic @channelstv  video on  #EndSARS shooting at lekki tol… https://t.co/b07AllcxD8,1,109
tripdarlyn,@olusogaowoeye @Gidi_Traffic @SendMeThisVideo @channelstv  video on  #EndSARS shooting at lekki tollgate… https://t.co/jXOfRVIqJN,1,109
tripdarlyn,@Ohmsmaestro @SaraOmalicha @OsaroIkhinmwin @muhammadtajude7 @Gidi_Traffic @channelstv  video on  #EndSARS shooting… https://t.co/bZqHwIR1RO,1,109
tripdarlyn,"@mrojo88 @jchristianalex @Gidi_Traffic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",1,109
tripdarlyn,"@genepappyblue @Bashola_Balogun @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",1,109
tripdarlyn,"@LemonFroz @Bashola_Balogun @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",1,109
tripdarlyn,"@unclescholes123 @Bashola_Balogun @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",1,109
duchyce,"I enter twitter cause I think say I go get something to tweet as per noise maker, omo I blank. 

Everybody dey make… https://t.co/LetIhgPi5z",1,362
tripdarlyn,@EfeEyefiaErhie @Lete_Fabani @jeffphilips1 @channelstv Listen to a chilling eyewitness account from the #Lekki Toll… https://t.co/IgS2FfCHew,2,109
jacob_emoghene,"D I R T Y  W I N E--JSONG
🍷🍷🍷🍷💜
Coming 2 your 👂 soon....
#EndSARSMemorial #TwitterOfTime #AfricanMusicAzawi #Africa… https://t.co/X3WOI5FjYp",0,40
Mayusoxy,"No government in nigeria was good, is good and will be good, just make something good out of their tenure for yours… https://t.co/E0Tk13coKz",0,1100
newsbreakngr,"Remember the Uber driver assaulted with pepper spray during the #EndSARSMemorial?

Well here is an update on the ma… https://t.co/DFddtocmop",0,9058
baasegun1,It is usual to blame the masses for the ills that have befallen the country. The fact is that Nigerians reflect the… https://t.co/wYGUiP2VzA,22,2818
Amotekun2,@PrinceCokers @segalink Why did @segalink agreed to the reopening of Lekki tollgate when it's a known fact that… https://t.co/l3lWL9uW7A,0,2851
Homeleopard,"Scalawags. 
I laugh in a ragtag army that specializes in murdering innocent citizens while fleeing from terrorists.… https://t.co/S6niipiq0U",0,11657
nfemax,"@Dontee___ They're all terrorists periodt !
#EndSARSMemorial 
#EndNigeriaNowToSaveLives",0,2997
ph_filosopher,"Wahala be like wetin sef 😂😂😂
#tiwasavagevideo #BBNaija #EndSARSMemorial https://t.co/E3AukKb76P",0,0
TwittaStatesMAN,"The memories of #Lekkitollgate heroes will never be forgotten! 
#EndSARSMemorial #police #naija  #LekkiMassacre… https://t.co/6w9PsdPLKl",1,35
iamogueri,"You want @TiwaSavage to apologise to you, but 
- You owe civil servants their salary without paying 
- You got your… https://t.co/Y8LiKzGSlp",0,12
TwittaStatesMAN,"Tribute to the many who stood up to injustice, to the many whose lives were cut short!🌹🇳🇬🌺💐

Loss leaves a heartach… https://t.co/bABiTOXxy3",1,35
Homeleopard,"@OmoGbajaBiamila They collude , general Danjuma already warned us ! 
#EndSARSMemorial",0,11657
The_Th0mps0n,"Yeah! 3 days after the #EndSARSMemorial, but we would forever remember 20/10/20

Download track on audiomack
Link b… https://t.co/nQOOr9MSC1",3,5
CSexier,Life Without Soft Breast Is Incomplete - Slay Queen Says As She Flaunts Her Soft Breast (Video)… https://t.co/Yi5KT56Ykp,2,7940
The_FortisHOMES,"SHORT LET:
Our 4 bedroom terrace available for short stay in Chevy View Estate is available for short or long stay.… https://t.co/zFsXqMaprP",1,8
AdeleyeSamuelA,"Don't be selfish.. have you shared this opportunity with a friend you know? Nobody is blocking your space. 

Join u… https://t.co/AgOjyY0ZqC",14,16408
toornie,Are you the same Bulama that did that carton on #EndSARSMemorial ? https://t.co/GaVXjy0QYg,0,783
allafrica,"One Year On, No Justice for #EndSARS Crackdown Victims in Nigeria https://t.co/x75mHmcSuY #Nigeria #EndSARSMemorial… https://t.co/gzxFxTgOvg",2,449827
toornie,That carton pic from Bulama on the #EndSARSMemorial was very unnecessary. You can’t be mocking the dead because of… https://t.co/1z8DZUfVaR,0,783
SurrogateLawyer,"Ride on
#EndSARSMemorial #EndSARSProtest https://t.co/yktwQbB8hm",0,187
officialghbase,#EndSarsMemorial: Assaulted Uber Driver Demands N500 Million Compensation From State Gov’t https://t.co/wTdqWBveRq,0,4589
Deonee15,"What's the point of @NigeriaGov? Can't provide basic services, can't protect lives, can't secure the roads, ports,… https://t.co/b9ZIHdZQdJ",0,163
Sportivation1,"#Sportivation

Joy Of Three For Mount As Chelsea Spank Sorry Norwich
 https://t.co/rBI0gRcGct
#Chelsea… https://t.co/jLF1d6eLJW",1,1345
UlohoRespect,"So, some persons came to share food stuffs in my area earlier this morning. (Atican Beach area precisely). I just w… https://t.co/4J7neEQUP8",1,192
merrybola,"Great job Barrister!

Those rogues have to face the music.

I hope he gets proper medical check up too, especially… https://t.co/7NQinAx8GP",0,995
myownjams,"The next is Message in a Hammer by Obongjayar, singer of one of my favorite songs of the year, Gone Girl with Sarz.… https://t.co/5Sx7If5Umd",0,123
Daura_Weyrey,"Ladies and gentlemen, we are almost there! 
We can not give up now!!

#EndSARSMemorial 
#EndSARS https://t.co/hUt7Z2t2Oo",0,202
TalkoonNews,I plotted my cousin’s kidnap and murder to avoid repaying N1.4m I owed her - Suspect arrested in Kaduna tells polic… https://t.co/eSQzoLs9Kt,0,3227
Keke01728263,"Now, I pray churches in Nigeria organize a Thanksgiving for the successful #EndSARSMemorial.
No lives were lost, no… https://t.co/h7EpIFZ463",1,392
harris_NPP,"President @NAkufoAddo
Does not owe anyone an apology over his comment on the uncompleted E-block. You can't say it… https://t.co/rrTewEVf3m",0,1023
ifeanyiogbodo2,IPOB: Malami Lied; Documents Show 15 Suspects Accused of Burning The Oba of Lagos Palace Are Yoruba… https://t.co/Qe2E5rR3Ci,0,5849
oluwa_toomisin,"@MobilePunch They want to use them again… Foolish set of people.!
You’re all killer of innocent people at Lekki Tol… https://t.co/TY8myUZUKa",0,2015
LValie1,What has happened to me ~Testimony of a Uyghur woman~ #EndSARS #EndSARSMemorial #CrimesAgainstHumanity… https://t.co/1ZMKLL8uST,0,51
Udjgoldenmoore,We move let’s keep it moving #EndSARSMemorial #EndPoliceBrutality https://t.co/vJkovwlaWl,1,53
AishaYesufu,"#AfterTheTearsWhat?
Your oppressors are only as powerful as you allow them. There is time for crying and there is t… https://t.co/MPI1Tr5PWp",110,906509
kay2salami,"The Uber driver assaulted during the #EndSARSMemorial protest at Lekki tollgate, Adedotun Clement, has demanded N50… https://t.co/SEp3l2auNy",0,154
duisaf,"Has the End SARS movement made any impact at all, what are Nigerian's fate in regards to ELECTIONS &amp; PROTESTS? See… https://t.co/vBkBpNmv9G",4,33818
PrernaDixit1243,“It is not the size of a man but the size of his heart that matters #free     #quote #AFazendaa13 #HEESEUNG #BB15… https://t.co/GXBhIhzVmv,1,1521
PaulKay4Africa2,"It seems my helper is still very busy to even see my efforts
But God always gat me #Notime 
@Olamide @Usher… https://t.co/S237QR02T8",0,4
MichealEarnings,Not the female fulani gorverment agent bankrolled dapper who doesn't know her left and right. The fulani gorverment… https://t.co/rgE49QjGLy,2,100
Reporters_Large,"By Oludayo Tade

After years of agonising over their brutality and killing by the (now disbanded)… https://t.co/Q2IImNGJvC",0,1549
Naijainfor,#EndSARS: Gov Obaseki promises to pay N190m compensation to victims in Edo Stste #EndSARSMemorial https://t.co/VYV0gsXjSy,2,949
kkontrolaa,"The problem is not the problem, the problem is how you handled the problem #tiwasavage #DomesticAbuse #EndSARSMemorial",0,10
ConsultMay,"Relax and enjoy the weekend, your well being is our utmost concern.

#Lakers #Astros #Arsenal #EndSARSMemorial… https://t.co/fZcADvxPWB",0,1
Izzraa_el,I really didn’t feel like posting this the day I did it because of how I felt but I want our heroes to be remembere… https://t.co/qEnv5MNFmT,1,5
timNigeria,The Uber driver that was assaulted at the #endsarsmemorial by LNSC and police officers has demanded N500 million co… https://t.co/31pPGqEhEl,1,2030
malikakeem1,I’m posting this on my FB because we need to enlighten the street to stop being a tool for these politicians.… https://t.co/EjZ0ppCoiK,1,360
Rolex7Michael,"23rd October, 2021
#EndSARS #KeepitOn #EndSARSMemorial

Good morning Governor @jidesanwoolu, when will this guy be… https://t.co/SUt7l6tEy4",1,4084
lakesyde99,"If your G.O.A.T no carry beards na 🚩🚩🚩🚩🚩

🤣🤣🤣🤣🤣🤣🤣

Saskay Burna Fireboy Enugu
#EndSARSMemorial",0,670
jeaneluc,"@Naija_PR @victorthe12th He should've just sued and let the court do the rest, cos this would look like it's all ab… https://t.co/i8u1feweDH",1,1326
Deejay_slowburn,"Whenever I see this ad on Billboards it just makes me angry, why do we always have sick and old people at the verge… https://t.co/ksf3ckdjmi",0,805
gatekeepers_ng,#EndSARSMemorial: Assaulted Driver Demands N500 Million Compensation https://t.co/bDAR2HWmB9,0,467
daddy_gagga,"@DeleFarotimi I love this.. let’s keep talking about the #EndSARSMemorial, it will a sound tools to dismantle our e… https://t.co/4rwXtUxLm3",0,132
SheepleBiafra,"@vanguardngrnews Nigeria is a CURSED country with no solution. Nothing will change.
It's better to be a terrorist i… https://t.co/eerPtYiLD0",0,155
SheepleBiafra,"@SaharaReporters Nigeria is a CURSED country with no solution. Nothing will change.
It's better to be a terrorist i… https://t.co/qnZ7KR1vu1",0,155
thelucipost,#EndSARSMemorial: Cab Driver assaulted by LNSC and police officers demands N500 million compensation from Lagos sta… https://t.co/OdpT1ZFXPS,0,223
SheepleBiafra,@InibeheEffiong @SavvyRinu @YeleSowore @Gidi_Traffic @falzthebahdguy @AishaYesufu @TheNationNews @instablog9ja… https://t.co/TVYtg2g2RU,2,155
Fuqforpayy,@dmightyangel @MrOdanz Are you also ready to accept the truth? Are you willing to go down that road? On the day of… https://t.co/DyrEPQ38Iw,0,1091
SheepleBiafra,"@GazetteNGR Nigeria is a CURSED country with no solution. Nothing will change.
It's better to be a terrorist in the… https://t.co/Y0tskAEi8g",0,155
SheepleBiafra,"@GazetteNGR Nigeria is a CURSED country with no solution. Nothing will change.
It's better to be a terrorist in the… https://t.co/LoN3XjDZ07",0,155
SheepleBiafra,"@YeleSowore @PoliceNG @MBuhari Nigeria is a CURSED country with no solution. Nothing will change.
It's better to be… https://t.co/t1hUtaxxqD",0,155
SheepleBiafra,"@Ore_lawal @MalachyOdo1 Nigeria is a CURSED country with no solution. Nothing will change.
It's better to be a terr… https://t.co/ofEwtA7EDv",0,155
SheepleBiafra,"@UGOCHUKWUBUNNA @MalachyOdo1 Nigeria is a CURSED country with no solution. Nothing will change.
It's better to be a… https://t.co/jvcReOIuTg",0,155
SheepleBiafra,"@GovernorKaslas @MalachyOdo1 Nigeria is a CURSED country with no solution. Nothing will change.
It's better to be a… https://t.co/XIhA8WYeGi",0,155
truthoofficial,@todunlami •@UN is useless. Why do you think #Trump never rates them! https://t.co/LTTS8VhCRQ #DonaldTrump #Nigeria… https://t.co/hk1kvKjXhN,2,156
thelucipost,#EndSARSMemorial: LNSA officers who assaulted Uber Driver sanctioned (Photos) https://t.co/yf9dKsWPUK,0,223
Hassan_M_Alkali,@Joshibirogba @dmightyangel You will understand that this #EndSARSMemorial madness is not for the good of the count… https://t.co/cT06TCGAf4,0,211
Pupateezzy,"https://t.co/g5Iup9aZQ7

Cos I’m #notgettingyounger
#EndSARSMemorial #EndSARSProtest https://t.co/AqSZ2YppOJ",1,247
chizzyofficia,"Wait oh I've been wondering 
Sex in the Night or Sex in the Morning which one dey sweet pass

#davido #wizkid… https://t.co/lJxU13l5uq",3,1028
DasFreidenker,@daily_trust There is no point opening the eyes of a man who chooses to be blind! No amount of gaslighting will mak… https://t.co/sITga3hpaf,0,853
thecableng,MATTERS ARISING: Suspects still in prison — one year after #EndSARS protests | TheCable https://t.co/BtCkNWyDut… https://t.co/Yegqwb4JtN,7,737306
SamClear9ja,"Lagos has suspended the LNSC officers who brutalized Uber driver during the #EndSARSMemorial protest
@Gistloversblog1",0,401
wavenigeria247,Neighbourhood Watch sanctioned all the officers for assaulting Uber driver during #EndSARSMemorial -… https://t.co/usgwp3mCZz,0,330
olobamighty,"I don finally explain my problem give therapist.
she sef cry, she say e pass her power ooo 😭😭😭
#EndSARSMemorial… https://t.co/ielOIROQHW",0,2820
HenryOk7724,This is huge @williamsodds_1. You have done it for me once again! win for October is secured. My friends are all am… https://t.co/9GSwYHu1f0,1,252
RaezyWinston,I’ll never forget d shock on d Faces of the policemen on the 20th of October when they saw the crowd that came out… https://t.co/3AdKKXI5Vj,0,10331
realDemilade,"I think Nigerian youths are more patriotic than the so called veterans.

Whatever the so called bad youths are port… https://t.co/nm1rF4hOvR",0,561
ifeanyiogbodo2,#EndSARS: Uber Driver Assaulted During Memorial Protest Demands N500M Compensation For Violation Of His Right… https://t.co/0T9HS59DGz,1,5849
celebritiesng,#EndSARS Memorial: LNSA officers who assaulted Uber driver sanctioned (photos) - https://t.co/2RX8x6c2ku… https://t.co/tBYMBibPiY,1,765
_GladnessGold,"The feeling of 20-10-2020 can never be erased from our minds 😢
.
Check out my viral video for Big Big Talk ft… https://t.co/yVNbs0ptgx",2,1101
agbarasa,"This is normal in most family owned Nigerian churches, mumny G.O go always wan sing. #EndPoliceBrutality… https://t.co/pkddsJ8CN3",2,146
